Código modular,Nombre de IE,Nivel / Modalidad,Gestión / Dependencia,Dirección de IE,Departamento / Provincia / Distrito,Alumnos (Censo educativo 2019),Docentes (Censo educativo 2019),Secciones (Censo educativo 2019)
1047034,SANTIAGO APOSTOL,Secundaria,Privada - Particular,JIRON CAHUIDE MZ E LOTE 19-20,Lima / Lima / Ate,287,10,10
1074574,JUAN ENRIQUE NEWMAN,Secundaria,Privada - Particular,AVENIDA LOS CONDORES 196 MZ Ñ LOTE 14-18,Lima / Lima / La Molina,160,15,11
743831,1218 SAN LUIS MARIA DE MONTFORT,Secundaria,Pública - Sector Educación,HUASCATA MZ M,Lima / Lima / Chaclacayo,334,27,12
778134,MI JESUS,Secundaria,Privada - Particular,VIRGEN DEL CARMEN MZ F LOTE 3 ETAPA I,Lima / Lima / Lurigancho,83,8,5
340299,1199 MRCAL RAMON CASTILLA,Secundaria,Pública - Sector Educación,AVENIDA ATAHUALPA 200,Lima / Lima / Chaclacayo,880,48,30
546002,JESUS SACRAMENTADO,Secundaria,Pública - En convenio,AVENIDA NUEVA TOLEDO S/N LOTE 103,Lima / Lima / Cieneguilla,461,28,15
705475,SAN ISIDRO,Secundaria,Privada - Particular,JIRON JUNIN Y APURIMAC 175,Lima / Lima / Lurigancho,112,8,6
690008,0074 FERNANDO BELAUNDE TERRY,Secundaria,Pública - Sector Educación,AVENIDA PROLONGACION MARISCAL NIETO 203,Lima / Lima / Ate,297,26,12
643817,0065 MARISCAL ANDRES A. CACERES,Secundaria,Pública - Sector Educación,AVENIDA JOSE SANTOS CHOCANO S/N,Lima / Lima / Lurigancho,150,12,6
778241,RICARDO PALMA DE CHOSICA,Secundaria,Privada - Particular,JIRON TRUJILLO NORTE 523,Lima / Lima / Lurigancho,99,12,5
1188101,BRUNING,Secundaria,Privada - Particular,CALLE 22-25 BERNARDO ALCEDO 260 ETAPA III,Lima / Lima / La Molina,112,14,10
582304,JULIO C. TELLO,Secundaria,Pública - Sector Educación,PARQUE PARQUE 5 FORTALEZA,Lima / Lima / Ate,1237,55,37
340372,JOSEFA CARRILLO Y ALBORNOZ,Secundaria,Pública - Sector Educación,AVENIDA PROLONGACION BOLIVIA S/N,Lima / Lima / Lurigancho,437,34,15
692442,1230 SULPICIO GARCIA PEÑALOZA,Secundaria,Pública - Sector Educación,AVENIDA LOS OLIVOS S/N MZ M LOTE 7,Lima / Lima / La Molina,537,26,18
523928,ING. CARLOS LISSON BEINGOLEA,Secundaria,Privada - Cooperativa,CALLE PETROLEROS 141,Lima / Lima / La Molina,169,23,9
1074301,COLEGIO NACIONAL MIXTO HUAYCAN,Secundaria,Pública - Sector Educación,AVENIDA PROLG 15 DE JULIO S/N,Lima / Lima / Ate,1187,50,34
765370,1140 AURELIO MIRO QUEZADA SOSA,Secundaria,Pública - Sector Educación,CALLE 11 S/N,Lima / Lima / La Molina,931,47,35
601658,SANTA FELICIA,Secundaria,Privada - Particular,CALLE LOS MADRIGALES 115,Lima / Lima / La Molina,97,14,5
1040526,CRISTO DE LA PAZ,Secundaria,Privada - Particular,AVENIDA 5 DE AGOSTO MZ B1 LOTE 05,Lima / Lima / Lurigancho,90,6,5
1046630,NUESTRA SEÑORA DEL PERPETUO SOCORRO,Secundaria,Privada - Particular,AVENIDA METROPOLITANA S/N MZ E LOTE 8,Lima / Lima / Ate,23,9,5
1039544,PERU REY,Secundaria,Privada - Particular,AVENIDA 12 DE OCTUBRE 789,Lima / Lima / San Martín de Porres,56,11,5
314567,SANTA ROSA,Secundaria,Privada - Parroquial,JIRON TACNA 430-450,Lima / Lima / Lurigancho,178,22,8
765412,1197 NICOLAS DE PIEROLA,Secundaria,Pública - Sector Educación,AVENIDA SIMON BOLIVAR 201,Lima / Lima / Lurigancho,336,22,14
743849,LORD BYRON,Secundaria,Privada - Particular,CALLE VIÑA DEL MAR 375,Lima / Lima / La Molina,406,73,20
1041615,ALBERT EINSTEIN,Secundaria,Privada - Particular,CALLE RICARDO PALMA 252 MZ N LOTE 33,Lima / Lima / La Molina,29,5,5
582379,MARIA AUXILIADORA,Secundaria,Privada - Parroquial,JIRON TRUJILLO SUR 768,Lima / Lima / Lurigancho,102,11,5
1041516,1250,Secundaria,Pública - Sector Educación,AYACUCHO MZ A LOTE 17,Lima / Lima / Lurigancho,131,9,5
1041656,SAINT PATRICK'S CHRISTIAN COLLEGE,Secundaria,Privada - Particular,CALLE PALMA REAL 147,Lima / Lima / La Molina,68,15,5
652107,SAN JOSE,Secundaria,Privada - Particular,AVENIDA LA FLORESTA 407,Lima / Lima / Chaclacayo,87,19,5
582262,0033 VIRGILIO ESPINOZA BARRIOS,Secundaria,Pública - Sector Educación,JIRON LOS BRILLANTES S/N MZ C LOTE 12,Lima / Lima / Lurigancho,453,25,16
1045715,1262 EL AMAUTA JOSE C. MARIATEGUI,Secundaria,Pública - Sector Educación,AVENIDA SAN JUAN BAUTISTA S/N,Lima / Lima / Ate,500,23,15
778027,6018 INMACULADA CONCEPCION - HUARANGAL,Secundaria,Pública - Sector Educación,CALLE HUARANGAL S/N ETAPA II,Lima / Lima / Cieneguilla,275,20,9
1046515,MARISCAL RAMON CASTILLA,Secundaria,Privada - Particular,AVENIDA URUBAMBA 363,Lima / Lima / Ate,3,1,1
1039502,NUESTRA SEÑORA DE GUIA,Secundaria,Privada - Particular,JIRON CURAZAO 181,Lima / Lima / La Molina,50,8,5
765388,CLARIDAD,Secundaria,Privada - Particular,CALLE PABLO DE OLAVIDE 245,Lima / Lima / La Molina,75,10,5
340414,FELIPE SANTIAGO ESTENOS,Secundaria,Pública - Sector Educación,AVENIDA LA LADERA 132-142,Lima / Lima / Chaclacayo,1396,80,52
692475,WALDORF LIMA,Secundaria,Privada - Particular,AVENIDA JOSE ANTONIO 125,Lima / Lima / La Molina,117,12,5
1074269,GALENO DE PERGAMO,Secundaria,Privada - Particular,JIRON TRUJILLO SUR 673,Lima / Lima / Lurigancho,48,9,5
1046556,CIENTIFICO ISAAC NEWTON,Secundaria,Privada - Particular,AVENIDA METROPOLITANA MZ M LOTE 4,Lima / Lima / Ate,111,2,5
743781,0032 RAUL PORRAS BARRENECHEA,Secundaria,Pública - Sector Educación,AVENIDA 6 FEBRERO SANTISIMA CRUZ S/N,Lima / Lima / Ate,334,18,12
1046432,MAESTRO DIVINO,Secundaria,Privada - Particular,AVENIDA JOSE C MARIATEGUI 841,Lima / Lima / Ate,19,4,4
765396,1233 MANUEL FERNANDO CABREL NICHO,Secundaria,Pública - Sector Educación,CALLE PRINCIPAL S/N,Lima / Lima / Lurigancho,639,30,20
652099,AMERICANO SAN MARCOS,Secundaria,Privada - Particular,JIRON JAS DALIAS 346,Lima / Lima / Chaclacayo,33,5,5
314542,SANTA MARIA EUFRASIA,Secundaria,Privada - Particular,AVENIDA LAS PALMERAS 591,Lima / Lima / La Molina,156,11,6
765321,1226,Secundaria,Pública - Sector Educación,CALLE ALFA SECT E S/N MZ D LOTE 1,Lima / Lima / Ate,538,32,21
1041557,1267,Secundaria,Pública - Sector Educación,LOTE 2,Lima / Lima / Lurigancho,585,30,20
1046226,EL PARAISO,Secundaria,Privada - Particular,CALLE LOS MANZANOS 153-161,Lima / Lima / Ate,118,10,5
1046754,ROSA VICTORIA MARTICORENA,Secundaria,Privada - Particular,CALLE FUERTE VENTURA 194 MZ A LOTE 9-10,Lima / Lima / Ate,70,10,5
449868,046 VICTOR RAUL HAYA DE LA TORRE,Secundaria,Pública - Sector Educación,CALLE PRINCIPAL S/N,Lima / Lima / Ate,1235,76,42
449595,WINNETKA,Secundaria,Privada - Particular,LAS MORERAS 450,Lima / Lima / Chaclacayo,91,9,5
1046838,SAN BENITO DE PALERMO,Secundaria,Privada - Particular,CALLE POLONIA 151-157,Lima / Lima / Ate,231,17,10
1008630,NUEVA GENERACION,Secundaria,Privada - Particular,AVENIDA PADRE ISRAEL UCV 206-C LOTE 40,Lima / Lima / Ate,35,4,5
1065549,DANIEL ALCIDES CARRION,Secundaria,Privada - Particular,HUAYCAN UCV 10 LOTE 2 ZONA A,Lima / Lima / Ate,145,13,5
1075829,BELEN,Secundaria,Privada - Particular,CALLE LAS FRESAS S/N MZ F1 LOTE 21 ETAPA II,Lima / Lima / Ate,161,5,7
1075787,CENTENARIO JOSE MARIA ARGUEDAS,Secundaria,Privada - Particular,JIRON LOS TREBOLES 276,Lima / Lima / Ate,25,8,5
1065184,SAN ANTONIO DE PADUA DE SANTA MARIA,Secundaria,Privada - Particular,AVENIDA LAS FLORES 160,Lima / Lima / Lurigancho,141,19,5
765354,ESTUDIO Y ENSEÑANZA SANTA ROSA S.C.,Secundaria,Privada - Particular,CALLE ITALIA 180,Lima / Lima / Ate,128,14,6
1039460,JEAN PIAGET,Secundaria,Privada - Particular,AVENIDA ALAMEDA DE LA PAZ 451,Lima / Lima / La Molina,42,11,4
1224435,CORONEL VICTOR FAJARDO,Secundaria,Privada - Particular,AVENIDA LOS CEDROS 187,Lima / Lima / Chaclacayo,28,4,5
582411,0028 JESUS Y MARIA,Secundaria,Pública - Sector Educación,CALLE CAMINO REAL S/N,Lima / Lima / La Molina,286,20,10
582312,0025 SAN MARTIN DE PORRES,Secundaria,Pública - Sector Educación,AVENIDA PROGRESO S/N,Lima / Lima / Ate,1107,49,33
1223551,FAMILIA DE NAZARETH,Secundaria,Privada - Particular,AVENIDA MIGUEL GRAU 135,Lima / Lima / Ate,19,3,5
340596,FRANKLIN DELANO ROOSEVELT,Secundaria,Privada - Particular,AVENIDA LAS PALMERAS 325,Lima / Lima / La Molina,429,56,20
546101,LA ALEGRIA EN EL SEÑOR,Secundaria,Privada - Particular,CALLE CAMPO VERDE 123,Lima / Lima / La Molina,42,4,5
601674,VILLA CARITAS,Secundaria,Privada - Particular,CALLE HURON 405,Lima / Lima / La Molina,360,32,15
777995,6088,Secundaria,Pública - Sector Educación,AVENIDA SAN MARTIN S/N MZ C,Lima / Lima / Cieneguilla,305,19,10
1040682,SANTA RITA DE CASIA,Secundaria,Privada - Particular,AVENIDA LOS TUCANES MZ I2 LOTE 11,Lima / Lima / Lurigancho,97,8,5
1041631,FE Y ALEGRIA 41,Secundaria,Pública - En convenio,AVENIDA VIRGEN DEL CARMEN S/N,Lima / Lima / Lurigancho,511,21,15
1045756,1263 PURUCHUCO,Secundaria,Pública - Sector Educación,PURUCHUCO MZ U LOTE 1 ZONA I,Lima / Lima / Ate,269,19,12
1065069,1213,Secundaria,Pública - Sector Educación,PARQUE CENTRAL KM. 14.800,Lima / Lima / Ate,346,18,11
1066026,1251 PERUANO SUIZO,Secundaria,Pública - Sector Educación,HIJOS DE APURIMAC,Lima / Lima / Ate,577,33,18
1074509,1254 MARIA REICHE NEWMANN,Secundaria,Pública - Sector Educación,AVENIDA MONTEVERVE S/N MZ X LOTE 2,Lima / Lima / Ate,545,26,17
911206,LIMA INTERNATIONAL SCHOOL OF TOMORROW,Secundaria,Privada - Particular,AVENIDA LA MOLINA 1251-1255,Lima / Lima / La Molina,38,13,5
1188382,SAINT JOSEPH SCHOOL,Secundaria,Privada - Particular,CALLE SAN JOSE 168,Lima / Lima / Ate,134,12,7
1196823,GARCILASO,Secundaria,Privada - Particular,AVENIDA INCA GARCILAZO DE LA VEGA 363,Lima / Lima / Ate,6,4,3
1224997,ALTER CHRISTUS,Secundaria,Privada - Particular,AVENIDA LOS TUCANES MZ H2 LOTE 1,Lima / Lima / Lurigancho,62,8,5
1225077,ELLEN PARKURST,Secundaria,Privada - Particular,JIRON PORTADA DEL SOL MZ F2 LOTE 01,Lima / Lima / La Molina,35,7,5
1244102,JOSE FIANSON,Secundaria,Privada - Particular,JIRON SALAVERRY Y MALECON 28 DE JULIO 105,Lima / Lima / Lurigancho,73,7,5
1243666,DOMINGO SAVIO,Secundaria,Privada - Particular,VIRGEN DEL CARMEN MZ K LOTE 15,Lima / Lima / Ate,73,6,5
1243781,DEUNI,Secundaria,Privada - Particular,PASAJE SOLEA 199,Lima / Lima / Lurigancho,261,12,10
1243146,LA INMACULADA,Secundaria,Privada - Particular,CALLE AMAZONAS MZ F LOTE 1,Lima / Lima / Ate,49,6,5
1188341,EL BUEN PASTOR,Secundaria,Privada - Particular,AVENIDA ALAMEDA 146,Lima / Lima / Lurigancho,132,8,5
502484,6039 FERNANDO CARBAJAL SEGURA,Secundaria,Pública - Sector Educación,"AVENIDA MARGINAL,CDRA. 1, EL CARMEN DE MONTERRICO S/N",Lima / Lima / Ate,461,42,20
