1777531,14153
1207059,14173
1437342,14185
1139633,14189
1465160,14203
1567437,14207
1782168,14212
1782176,14218
1567189,14238
1771419,14254
750638,14300
750646,14307 MARIA REYNA DE LA PAZ
750653,14316
1400613,14328
1400621,14329
1336056,14341
1780444,14343
1017433,14345
1325091,14349
1769298,14350
1336064,14353
1465186,14354
1455245,14364
1781301,14365
1561968,14369
1781814,14370
1515444,14373
1777812,14376 LUIS MIGUEL SANCHEZ CERRO
1777408,14383
1777416,14387
1781822,14390
1778554,14391
1567171,14398
1136860,14399 - EL SAUCE
1179084,14400
1418094,14401
1760776,14402 PEDRO PAULET MOSTAJO
1571819,14403
1564756,14404
1522531,14412
1578319,14420
1400597,14426 CARLOS AUGUSTO SALAVERRY
1450030,14427 SANTIAGO ROLANDO CANO RIVERA
1453380,14429 RICARDO HUMBERTO RAMOS PLATA
1634567,14437
1380112,14438 MARIA AUXILIADORA
1705045,14451 ANTONIO RAIMONDI
1562586,14456 DANIEL ALCIDES CARRION
1748060,14457 ALEJANDRO ELERA LITUMA
915249,14458 SAN ANTONIO DE PADUA
1400605,14460 JUAN VELASCO ALVARADO
1621960,14462
1308097,14466 CESAR TRELLES LARA
1096221,14469
916825,14471
915181,14472 VIRGEN DE LAS MERCEDES
1562594,14475
1016633,14487
1780188,14498
1540335,145
1554047,14514 MARIO VARGAS LLOSA
1750959,14517 VIRGEN DEL ROSARIO
1327337,14518
1465178,14519
1441930,14522 JUAN PABLO II
1558659,14533 VICTOR RAUL HAYA DE LA TORRE
1578707,14534 JOSE ANTONIO ENCINAS
1558642,14536 MANUEL GONZALEZ PRADA
1558667,14537 AUGUSTO SALAZAR BONDY
1308071,14548 VIRGEN DE LA ASUNCION
1759588,14553 JOSE GABRIEL CONDORCANQUI
1759547,14555
1095868,14561 JOSE MARIA ARGUEDAS
1718634,14567 ALFONSO UGARTE
1275510,14578
1095629,14580 HORACIO ZEVALLOS GAMEZ
1566223,14590
1559400,14594 SAN JOSE
1775113,14598
1759570,14601
1560523,14613 JORGE DUBERLY BENITES SANCHEZ AMP SECUNDARIA
1400639,14682
1753110,147
1569292,14739 ELISEO ALCIDES BERNAL LA SERNA
1179688,14741 SEÑOR DE LOS MILAGROS
1137066,14743 SAGRADO CORAZON DE JESUS
1384718,14746 DIOS ES AMOR
1138585,14762 LUCIANO CASTILLO COLONNA
1394758,14775 ALEJANDRO SANCHEZ ARTEAGA
571349,14781 HIDEBRANDO CASTRO POZO
356113,14785
750448,14787 VICTOR RAUL HAYA DE LA TORRE
1564996,14790 MARIA IGNACIA GARCIA DE GONZALES
750513,14791
688622,14793 LUCIANO CASTILLO
1138429,14809 ROSITA DE SANTAMARIA
1136506,14810 SAGRADA VIRGEN DEL CARMEN
708396,14811
688531,14812
1336445,14815
576793,14817
708412,14824
688549,14838
1138148,14854 JOSE SANTOS CHOCANO
1140037,14870
1775592,14871 INMACULADA CONCEPCION
750562,14872
1760784,14879
1560499,14891
1206382,14902
1768175,14913
1137009,14917 MICAELA BASTIDAS
1565381,14921
535005,14926
1759554,14934
1539741,14937
1546118,14953
1771427,14964 SEÑOR DE OLLEROS
1778257,14970
576785,14993 SAGRADA FAMILIA
1781798,14995 MIGUEL GRAU
1701119,14996
1748508,15
921908,15 DE AGOSTO
1244284,150
1017391,15014 MANUEL HIDALGO CARNERO
1017581,15018 CORONEL ANDRES RAZURI
1560374,15022 JUAN PALACIOS PINTADO
689000,15025 JOSE CARDO
799023,15026 FLORA CORDOVA DE TALLEDO
808840,15027 AMAUTA
535609,15028 AUGUSTO GUTIERREZ MENDOZA
750505,15029 SANTA TERESA DE JESUS
492546,15034
799007,15069 ALMIRANTE MIGUEL GRAU
1180165,15078 SAN PEDRO SAN PABLO
1139153,15079
750497,15085 JAVIER PEREZ DE CUELLAR
716860,151
1782275,15105
576744,15109
1206846,15111
1017425,15115
613901,15117 VICTOR RAUL HAYA DE LA TORRE
1560150,15123
1664861,15124
572073,15130
675108,15132 ERIBERTO ARROYO MIO
1779941,15137
1554641,15138
1435171,15140
1626746,15141
1553684,15157
1303239,15163
1017037,15170
1778547,15173
1017565,15177 JOSE OLAYA BALANDRA
1018209,15181
1553643,15186
1555929,15190
1555861,15191 NUESTRA SEÑORA DE LOURDES
809152,15193 GIGANTES DEL CENEPA
1124064,152
1095660,15212 JUAN VELASCO ALVARADO
1527183,15223 SANTIAGO ANTUNEZ DE MAYOLO GOMERO
939306,15233 SAN FRANCISCO DE ASIS
1136621,15250
1308063,15251
1636737,15254
737817,15261
576801,15262
1546126,15267
355974,15285-C MARIA AUXILIADORA
1781848,15294
1413244,15298
1325109,15306
1567197,15307 DOMINGO RAMOS RIVERA
1535590,15311 MAXIMILIANO BARRIOS CHUCA
1785906,15315
939330,15349
1560507,15362
1705052,15371
